ID,Type,Submit Time,Start Time,End Time,Wait Time,Makespan,Turnaround Time,Status,Nodes
0,Rigid,0,3,1036814,3,1036811,1036814,completed,108
1,Rigid,80912,685990,757420,605078,71430,676508,completed,4
2,Rigid,84565,689550,775979,604985,86429,691414,completed,4
3,Rigid,113907,477245,787830,363338,310585,673923,completed,2
4,Rigid,113907,482443,834752,368536,352309,720845,completed,2
5,Rigid,113907,485507,830531,371600,345024,716624,completed,2
6,Rigid,113907,490742,828626,376835,337884,714719,completed,2
7,Rigid,113907,508879,888204,394972,379325,774297,completed,2
8,Rigid,113907,787847,1128468,673940,340621,1014561,completed,2
9,Rigid,113907,828629,1187813,714722,359184,1073906,completed,2
10,Rigid,113907,830533,1176099,716626,345566,1062192,completed,2
11,Rigid,113907,834754,1183181,720847,348427,1069274,completed,2
12,Rigid,113907,888205,1241836,774298,353631,1127929,completed,2
13,Rigid,113907,1128469,1497941,1014562,369472,1384034,completed,2
14,Rigid,113907,1176101,1521092,1062194,344991,1407185,completed,2
15,Rigid,113907,1183182,1539874,1069275,356692,1425967,completed,2
16,Rigid,113907,1187814,1539501,1073907,351687,1425594,completed,2
17,Rigid,113907,1241837,1642176,1127930,400339,1528269,completed,2
18,Rigid,258832,594933,767758,336101,172825,508926,completed,36
19,Rigid,258866,601684,774509,342818,172825,515643,completed,36
20,Rigid,258866,601866,774689,343000,172823,515823,completed,36
21,Rigid,258866,602538,775349,343672,172811,516483,completed,36
22,Rigid,258926,602873,775679,343947,172806,516753,completed,36
23,Rigid,258926,603056,775859,344130,172803,516933,completed,36
24,Rigid,258926,603453,776279,344527,172826,517353,completed,36
25,Rigid,281887,603667,776489,321780,172822,494602,completed,36
26,Rigid,281887,604366,777179,322479,172813,495292,completed,36
27,Rigid,281887,604366,777179,322479,172813,495292,completed,36
28,Rigid,281914,604427,777239,322513,172812,495325,completed,36
29,Rigid,281914,604427,777239,322513,172812,495325,completed,36
30,Rigid,281914,604427,777239,322513,172812,495325,completed,36
31,Rigid,281939,604518,777329,322579,172811,495390,completed,36
32,Rigid,281939,604518,777329,322579,172811,495390,completed,36
33,Rigid,281939,604530,777359,322591,172829,495420,completed,36
34,Rigid,282007,604530,777359,322523,172829,495352,completed,36
